カテゴリー,年号,日付,本文ソース
Dynabook Directからのお知らせ ,2020,2020年12月3日,"<p>
    【NEW】第11世代 インテル® CPU、Dolby Atmos搭載。メインマシン・モバイル・タブレットとして、優れたパフォーマンスを存分に発揮する15.6型大画面5 in 1 プレミアムPenノート「<a href=""/direct/premium-silver-w6fhp7bzas-p.html"">dynabook FZ/HP</a>」販売開始！
</p>
<br>
<p>
    【NEW】第11世代 インテル® CPU搭載。機能、性能、スタイルをシンプルに追求し、軽量・薄型・強堅ボディを実現した「<a href=""/direct/black-w6slp7bzab.html"">dynabook SZ/LP</a>」販売開始！
</p>
<br>
<p>
    【NEW】第11世代 インテル® CPU搭載。3色のカラーバリエーション。機能、性能、スタイルをシンプルに追求し、軽量・薄型・強堅ボディを実現した「<a href=""/direct/pearl-white-w6shp7bzaw.html"">dynabook SZ/HP</a>」販売開始！
</p>
<br>
<p>
    【NEW】文字がみやすいキーボード、先進の無線LAN規格「Wi-Fi 6」。基本にこだわったスタンダードノートPC 「<a href=""/direct/satin-gold-w6az45bnga.html"">dynabook AZ45/N</a>」「<a href=""/direct/satin-gold-w6az25anga.html"">dynabook AZ25/N</a>」販売開始！
</p>
<br>
<p>
    【NEW】DVDスーパーマルチドライブを搭載。先進の無線LAN規格「Wi-Fi 6」に対応のお求めになりやすい価格のスタンダードノート。 「<a href=""/direct/black-w6bz15anba.html"">dynabook BZ15/N</a>」販売開始！
</p>
<br>
<p>
    【NEW】第10世代 インテル® CPU搭載。先進の無線LAN規格「Wi-Fi 6」に対応、高速SSDや大容量HDD搭載モデルをラインアップしたスタンダードなノートPC。 「<a href=""/direct/satin-gold-w6az45bmge.html"">dynabookAZ45/M</a>」販売開始！
</p>"
Dynabook Directからのお知らせ ,2020,2020年11月24日,"<a href=""/direct/shopinfo/info_20201124_s_maint.html"" target=""_blank"">2020年11月28日（土）、12月7日（月）、11日（金）、18日（金）<br>
    お支払い方法（一部）メンテナンス実施のお知らせ　<img alt="""" src=""/direct/pc-static/assets/campaign/common/images/icon_link_01.svg""></a>"
Dynabook Directからのお知らせ ,2020,2020年11月13日,"<p><strong>【2020年11月16日（月）システムメンテナンスについて】</strong></p>
    <p>システムメンテナンスのため、<strong>午前0時～午前6時</strong>の間、3分程度の通信断が2回発生する見込みです。</p>
    <p>上記時間帯に、Dynabook DirectおよびCOCORO MEMBERSにアクセスすると、タイミングによっては正しく表示されなかったり、
        メンテナンスページやエラーが表示される可能性があり、新規会員登録等、正常に手続きができない可能性があります。</p>
    <p>上記のメンテナンス期間を避けてアクセスしていただけますようお願い申し上げます。</p>"
dynabook.comからのお知らせ ,2020,2020年11月11日,"<a href=""/press-release/20201111.html"">
    当社における新型コロナウイルス陽性者の発生について </a><br>"
新製品ニュース,2020,2020年11月10日,"<a href=""/press-release/20201110-1.html"">新次元の高品質ノートPCの証、インテル<sup>®</sup> Evo™ プラットフォーム搭載。ワンランク上の使い心地を実現した5つのスタイルで使える5 in 1 プレミアムPenノート「dynabook V8」、誕生。</a><br>
<p>－第11世代 インテル<sup>®</sup> CPUを搭載、店頭向けノートPCラインアップを一新－</p>"
Dynabook Directからのお知らせ ,2020,2020年11月10日,"<p>
    【NEW】インテル® Evo™ プラットフォーム、Dolby Atmos搭載。自然な書き心地のペン入力。メインマシン・モバイル・タブレットとして、高性能を余すところなく発揮できる5 in 1 プレミアムPenノート「<a href=""/direct/dark-blue-w6vhp7bzal.html"">dynabook VZ/HP</a>」「<a href=""/direct/dark-blue-w6vz83prla.html"">dynabook VZ/HR</a>」販売開始！
</p>
<br>
<p>
    【NEW】第11世代 インテル® CPU搭載。強さと軽さだけでなく、駆動時間、拡張性、セキュリティ性能なども追求したプレミアムモバイルノート「<a href=""/direct/onyx-blue-w6ghp7bzal.html"">dynabook GZ/HP</a>」「<a href=""/direct/onyx-blue-w6gz83prla.html"">dynabook GZ/HR</a>」販売開始！
</p>
<br>
<p>
    【NEW】3色から選べる薄型・軽量15.6型ボディに、第11世代 インテル® CPU、デュアルストレージなど高性能を搭載。オンラインで広がる新しい日常に、ニュースタンダードノートを。「<a href=""/direct/stylish-blue-w6chp7bzal.html"">dynabook CZ/HP</a>」販売開始！
</p>
<br>
<p>
    【NEW】薄型・軽量15.6型ボディに、第11世代 インテル® CPU、デュアルストレージなど高性能を搭載。オンラインで広がる新しい日常に、ニュースタンダードノートを。「<a href=""/direct/black-w6php7bzab.html"">dynabook PZ/HP</a>」販売開始！
</p>
<br>
<p>
    【NEW】スリムボディに、こだわりの基本性能を凝縮。大きくて見やすく、映り込みも少ない大画面15.6型 ノングレア液晶。オンライン生活にフィットする、ニューベーシックノートPC「<a href=""/direct/black-w6ymp3ezab.html"">dynabook YZ/MP</a>」販売開始！
</p>
<br>
<p>
    【NEW】DVDスーパーマルチドライブを搭載。先進の無線LAN規格「Wi-Fi 6」に対応のお求めになりやすい価格のスタンダードノート。 「<a href=""/direct/black-w6bz55bnba.html"">dynabook BZ55/N</a>」「<a href=""/direct/black-w6bz35bnbc.html"">dynabook BZ35/N</a>」販売開始！
</p>"
コンテンツ公開更新のお知らせ,2020,2020年11月10日,"<p><a href=""/individual/latest-product-line-up/index.html"">2020年秋冬モデル新製品情報を掲載しました。</a><br>
    <br>
</p>
<p>・すべてを、あたらしくする。ハイパフォーマーにする。5 in 1 プレミアムPenノート。<br>
    <a href=""/2in1-mobile-notebook-tablet/f-series/2020-fall-winter-model-5in1-convertible/index.html"">dynabook V8/V6</a><br>
    <br>
    ・できることが増える。15.6型大画面5 in 1 プレミアムPenノート。<br>
    <a href=""/2in1-mobile-notebook-tablet/f-series/2020-fall-winter-model-5in1-convertible/index.html"">dynabook F8/F6</a><br>
    <br>
    ・軽さ、薄さ、ボディの強さと、第11世代 インテル<sup>®</sup> CPUで<br>
    先進の高性能を融合。最強のモバイルノートへ。<br>
    <a href=""/mobile-notebook-tablet/g-series/2020-fall-winter-model/index.html"">dynabook G8/G6</a> <br>
    <br>
    ・選べるカラー・高性能を搭載した、薄型・軽量15.6型ボディ。<br>
    オンラインで広がる新しい日常を。<br>
    <a href=""/standard-notebook/c-series/2020-fall-winter-model/index.html"">dynabook C8/C7/C6/C5/C4</a> <br>
    <br>
    ・軽く、強く、使いやすい。<br>
    第11世代 インテル<sup>®</sup> 搭載モデルも選べるみんなのモバイル。<br>
    <a href=""/mobile-notebook-tablet/s-series/2020-fall-winter-model/index.html"">dynabook S6/S3</a> <br>
</p>"
Dynabook Directからのお知らせ ,2020,2020年11月6日,"<a href=""/direct/shopinfo/info_20201106_s_maint.html"" target=""_blank"">2020年11月13日（金）、20日（金）<br>
    お支払い方法（一部）メンテナンス実施のお知らせ　<img alt="""" src=""/direct/pc-static/assets/campaign/common/images/icon_link_01.svg""></a>"
Dynabook Directからのお知らせ ,2020,2020年10月29日,"<p>
    【NEW】第10世代 インテル® CPU、デュアルストレージ搭載。スリム＆コンパクトボディにWi-Fi 6など先進の速さを融合したスタンダードノートPC 「<a href=""/direct/black-w6plp3bzab.html"">dynabook PZ/LP</a>」販売開始！
</p>"
Dynabook Directからのお知らせ ,2020,2020年10月23日,"<p><strong>【サービス一時停止のお知らせ】</strong></p><p>システムメンテナンスのため、以下の時間帯でショッピングのご利用を停止させていただきます。</p>
    <p><strong>2020年10月29（木）7：30 ～ 8：30（予定）</strong></p>
    <p>お客様にはご迷惑をおかけいたしますが、何卒ご理解の程よろしくお願いいたします。</p>"
dynabook.comからのお知らせ ,2020,2020年10月22日,"<a href=""/press-release/20201022-2.html"">
    当社における新型コロナウイルス陽性者の発生について </a><br>"
Dynabook Directからのお知らせ ,2020,2020年10月12日,"<a href=""/direct/shopinfo/info_20201012_s_maint.html"" target=""_blank"">2020年10月19日（月）<br>
    お支払い方法（一部）メンテナンス実施のお知らせ　<img alt="""" src=""/direct/pc-static/assets/campaign/common/images/icon_link_01.svg""></a>"
Dynabook Directからのお知らせ ,2020,2020年9月25日,"<a href=""/direct/shopinfo/info_20200925_s_maint.html"" target=""_blank"">2020年10月2日（金）、9日（金）、13日（火）、16日（金）、26日（月）<br>
    お支払い方法（一部）メンテナンス実施のお知らせ　<img alt="""" src=""/direct/pc-static/assets/campaign/common/images/icon_link_01.svg""></a>"
Dynabook Directからのお知らせ ,2020,2020年9月23日,"<p><strong>【サービス一時停止のお知らせ】</strong></p><p>システムメンテナンスのため、以下の時間帯でショッピングのご利用を停止させていただきます。</p>
    <p><strong>2020年10月1日（木）7：00～8：30 （予定）</strong></p>
    <p>お客様にはご迷惑をおかけいたしますが、何卒ご理解の程よろしくお願いいたします。</p>"
イベントのお知らせ,2020,2020年9月18日,"<p><a href=""/individual/campaign/akinoyonaga/present.html"">「秋の夜長はdynabookで楽しむぞ！キャンペーン」</a><br>
    期間中に対象モデルをご購入いただくと、抽選で1,500名様に、おうち時間を楽しめるアイテムをプレゼント。たくさんのご応募お待ちしています！</p>"
Dynabook Directからのお知らせ ,2020,2020年9月11日,"<a href=""/direct/shopinfo/info_20200911_s_maint.html"" target=""_blank"">2020年 9月19日（土）PM 11:30 ～ 9月20日（日）AM 6:30<br>
    お支払い方法（一部）メンテナンス実施のお知らせ　<img alt="""" src=""/direct/pc-static/assets/campaign/common/images/icon_link_01.svg""></a>"
コンテンツ公開更新のお知らせ,2020,2020年9月7日,"<a href=""/individual/new-pc-new-me/index.html"">「dynabookで発見する、新しい私　New PC, New me」を公開しました。</a><br>
<p>おうち時間の中でこそできることって何でしょう？<br>
    dynabookで広がる新しい世界の中から、新しい自分を見つけてみてください。</p>"
Dynabook Directからのお知らせ ,2020,2020年9月4日,"<a href=""/direct/shopinfo/info_20200904_s_maint.html"" target=""_blank"">2020年9月11日（金）、18日（金）<br>
    お支払い方法（一部）メンテナンス実施のお知らせ　<img alt="""" src=""/direct/pc-static/assets/campaign/common/images/icon_link_01.svg""></a>"
Dynabook Directからのお知らせ ,2020,2020年8月27日,"<p>
    【NEW】文字が大きくて見やすい、ひとまわり大きな16.1型大画面のプレミアムスタンダードノートPC。 「<a href=""/direct/luxe-white-w6az66blwc.html"">dynabook AZ66/L</a>」に［<a href=""/direct/luxe-white-w6az66blwc.html"">リュクスホワイト</a>］［<a href=""/direct/stylish-blue-w6az66bllc.html"">スタイリッシュブルー</a>］［<a href=""/direct/formal-rose-w6az66blpc.html"">フォーマルロゼ</a>］の3色が追加！
</p>
<br>

<p>
    【NEW】第10世代 インテル<sup>®</sup> CPU搭載。過酷なテストをクリアし、使いやすさに徹したコンパクトなスタンダードモバイルノートPC。「<a href=""/direct/black-w6sz73prbc.html"">dynabook SZ73/R</a>」「<a href=""/direct/black-w6sz63brba.html"">dynabook SZ63/R</a>」販売開始！
</p>"
Dynabook Directからのお知らせ ,2020,2020年8月21日,"<a href=""/direct/campaign/2020/connector_mouse-bag_mobile-suit/index.html"">【抽選で当たる！】2020年8月21日（金）9:00～2020年9月29日（火）17:00<br>
    対象モデルをお買い上げのお客様の中から抽選で、「PC便利グッズ」をプレゼント！詳細はこちら</a>"
